Position,Track,Artist,Streams,ADMIN
10,"How Far I'll Go - From ""Moana""",Alessia Cara,87079,Norway
1,Shape of You,Ed Sheeran,181612,Italy
2,Despacito (Featuring Daddy Yankee),Luis Fonsi,162294,Italy
3,Occidentali's Karma - Radio Edit,Francesco Gabbani,160466,Italy
4,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,112640,Italy
5,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,103842,Italy
6,Something Just Like This,The Chainsmokers,101268,Italy
7,Paris,The Chainsmokers,93435,Italy
8,It Ain't Me (with Selena Gomez),Kygo,79685,Italy
9,Scared to Be Lonely,Martin Garrix,77556,Italy
10,Il Diario Degli Errori,Michele Bravi,76702,Italy
1,Shape of You,Ed Sheeran,5954,Lithuania
2,It Ain't Me (with Selena Gomez),Kygo,4499,Lithuania
3,Something Just Like This,The Chainsmokers,4374,Lithuania
4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3697,Lithuania
5,Chained To The Rhythm,Katy Perry,3695,Lithuania
6,Paris,The Chainsmokers,3664,Lithuania
7,Issues,Julia Michaels,3502,Lithuania
8,Scared to Be Lonely,Martin Garrix,3410,Lithuania
9,Cold,Maroon 5,3161,Lithuania
10,Believer,Imagine Dragons,3116,Lithuania
1,Shape of You,Ed Sheeran,296591,Philippines
2,Something Just Like This,The Chainsmokers,261960,Philippines
3,That's What I Like,Bruno Mars,249568,Philippines
4,Versace On The Floor,Bruno Mars,232517,Philippines
5,Say You Won't Let Go,James Arthur,230845,Philippines
6,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,193842,Philippines
7,Paris,The Chainsmokers,171398,Philippines
8,"How Far I'll Go - From ""Moana""",Alessia Cara,148096,Philippines
9,It Ain't Me (with Selena Gomez),Kygo,144197,Philippines
10,Closer,The Chainsmokers,133863,Philippines
1,Something Just Like This,The Chainsmokers,49039,Taiwan
2,Shape of You,Ed Sheeran,32884,Taiwan
3,It Ain't Me (with Selena Gomez),Kygo,28467,Taiwan
4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,25694,Taiwan
5,Paris,The Chainsmokers,24737,Taiwan
6,Scared to Be Lonely,Martin Garrix,24501,Taiwan
7,Say You Won't Let Go,James Arthur,20059,Taiwan
8,Cold,Maroon 5,19519,Taiwan
9,Stay (with Alessia Cara),Zedd,18662,Taiwan
10,??,Joker Xue,18242,Taiwan
1,Shape of You,Ed Sheeran,61864,New Zealand
2,It Ain't Me (with Selena Gomez),Kygo,39424,New Zealand
3,Something Just Like This,The Chainsmokers,36510,New Zealand
4,Castle on the Hill,Ed Sheeran,35487,New Zealand
5,That's What I Like,Bruno Mars,35479,New Zealand
6,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,34821,New Zealand
7,"How Far I'll Go - From ""Moana""",Alessia Cara,34534,New Zealand
8,Issues,Julia Michaels,33994,New Zealand
9,Scared to Be Lonely,Martin Garrix,32239,New Zealand
10,Paris,The Chainsmokers,31042,New Zealand
1,Shape of You,Ed Sheeran,5149,Estonia
2,It Ain't Me (with Selena Gomez),Kygo,3574,Estonia
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3317,Estonia
4,Something Just Like This,The Chainsmokers,3281,Estonia
5,Scared to Be Lonely,Martin Garrix,3225,Estonia
6,Paris,The Chainsmokers,2864,Estonia
7,Chained To The Rhythm,Katy Perry,2364,Estonia
8,Issues,Julia Michaels,2355,Estonia
9,Cold,Maroon 5,2252,Estonia
10,Castle on the Hill,Ed Sheeran,2212,Estonia
1,Shape of You,Ed Sheeran,83004,Turkey
2,It Ain't Me (with Selena Gomez),Kygo,40975,Turkey
3,Chained To The Rhythm,Katy Perry,38845,Turkey
4,?hanetten Geri Kalan,Sezen Aksu,36922,Turkey
5,Something Just Like This,The Chainsmokers,36241,Turkey
6,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,32350,Turkey
7,Believer,Imagine Dragons,32204,Turkey
8,Starboy,The Weeknd,31215,Turkey
9,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,30166,Turkey
10,Scared to Be Lonely,Martin Garrix,27801,Turkey
1,Shape of You,Ed Sheeran,1546033,United States
2,iSpy (feat. Lil Yachty),KYLE,1213833,United States
3,Something Just Like This,The Chainsmokers,1155318,United States
4,Bad and Boujee (feat. Lil Uzi Vert),Migos,1112680,United States
5,It Ain't Me (with Selena Gomez),Kygo,1044738,United States
6,Bounce Back,Big Sean,990216,United States
7,That's What I Like,Bruno Mars,966127,United States
8,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,953523,United States
9,Tunnel Vision,Kodak Black,948800,United States
10,Congratulations,Post Malone,925061,United States
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,10643,El Salvador
2,Shape of You,Ed Sheeran,6664,El Salvador
3,Me Rehúso,Danny Ocean,6173,El Salvador
4,El Amante,Nicky Jam,5383,El Salvador
5,Reggaetón Lento (Bailemos),CNCO,4842,El Salvador
6,Something Just Like This,The Chainsmokers,4608,El Salvador
7,Otra Vez (feat. J Balvin),Zion & Lennox,4241,El Salvador
8,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3903,El Salvador
9,Chantaje,Shakira,3706,El Salvador
10,Paris,The Chainsmokers,3683,El Salvador
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,44986,Costa Rica
2,Shape of You,Ed Sheeran,34486,Costa Rica
3,El Amante,Nicky Jam,19583,Costa Rica
4,Reggaetón Lento (Bailemos),CNCO,19557,Costa Rica
5,Otra Vez (feat. J Balvin),Zion & Lennox,17275,Costa Rica
6,Me Rehúso,Danny Ocean,17268,Costa Rica
7,Chantaje,Shakira,14689,Costa Rica
8,Something Just Like This,The Chainsmokers,13537,Costa Rica
9,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,13324,Costa Rica
10,Safari,J Balvin,13182,Costa Rica
1,Shape of You,Ed Sheeran,494939,Germany
2,It Ain't Me (with Selena Gomez),Kygo,303779,Germany
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,265366,Germany
4,Something Just Like This,The Chainsmokers,255089,Germany
5,Paris,The Chainsmokers,251044,Germany
6,Scared to Be Lonely,Martin Garrix,227203,Germany
7,Solo Dance,Martin Jensen,206191,Germany
8,Chained To The Rhythm,Katy Perry,191004,Germany
9,Loin - Pilule Violette,Maître Gims,181806,Germany
10,Tuesday,Burak Yeter,181290,Germany
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,224668,Chile
2,El Amante,Nicky Jam,132521,Chile
3,Reggaetón Lento (Bailemos),CNCO,117834,Chile
4,Tu Falta De Querer,Mon Laferte,114497,Chile
5,Chantaje,Shakira,108697,Chile
6,Shape of You,Ed Sheeran,105978,Chile
7,Otra Vez (feat. J Balvin),Zion & Lennox,105505,Chile
8,Amárrame,Mon Laferte,104015,Chile
9,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,98726,Chile
10,Vacaciones,Wisin,88679,Chile
1,Something Just Like This,The Chainsmokers,12132,Japan
2,Shape of You,Ed Sheeran,11905,Japan
3,Stay (with Alessia Cara),Zedd,10463,Japan
4,It Ain't Me (with Selena Gomez),Kygo,9328,Japan
5,Paris,The Chainsmokers,9197,Japan
6,Closer,The Chainsmokers,8230,Japan
7,Slide,Calvin Harris,7781,Japan
8,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,7411,Japan
9,That's What I Like,Bruno Mars,7367,Japan
10,Scared to Be Lonely,Martin Garrix,7144,Japan
1,Você Partiu Meu Coração,Nego do Borel,318989,Brazil
2,Shape of You,Ed Sheeran,316902,Brazil
3,Hear Me Now,Alok,273829,Brazil
4,Olha a Explosão,MC Kevinho,263841,Brazil
5,Loka,Simone & Simaria,250951,Brazil
6,Vidinha de Balada - Ao Vivo,Henrique & Juliano,214377,Brazil
7,Te Assumi Pro Brasil - Ao Vivo,Matheus & Kauan,187355,Brazil
8,Deu Onda,MC G15,185499,Brazil
9,Malbec (Part. Dennis Dj) - Ao Vivo,Henrique & Diego,164648,Brazil
10,Something Just Like This,The Chainsmokers,154481,Brazil
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,12356,Honduras
2,Shape of You,Ed Sheeran,8456,Honduras
3,El Amante,Nicky Jam,6607,Honduras
4,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,5904,Honduras
5,Reggaetón Lento (Bailemos),CNCO,5590,Honduras
6,Me Rehúso,Danny Ocean,5517,Honduras
7,Otra Vez (feat. J Balvin),Zion & Lennox,4990,Honduras
8,Something Just Like This,The Chainsmokers,4911,Honduras
9,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,4880,Honduras
10,Chantaje,Shakira,4767,Honduras
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,19008,Guatemala
2,El Amante,Nicky Jam,10590,Guatemala
3,Shape of You,Ed Sheeran,10380,Guatemala
4,Me Rehúso,Danny Ocean,9945,Guatemala
5,Reggaetón Lento (Bailemos),CNCO,9169,Guatemala
6,Otra Vez (feat. J Balvin),Zion & Lennox,8728,Guatemala
7,Sigo Extrañándote,J Balvin,8024,Guatemala
8,Chantaje,Shakira,7609,Guatemala
9,Something Just Like This,The Chainsmokers,7082,Guatemala
10,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,6387,Guatemala
1,Shape of You,Ed Sheeran,48183,Switzerland
2,It Ain't Me (with Selena Gomez),Kygo,30512,Switzerland
3,Something Just Like This,The Chainsmokers,27808,Switzerland
4,Despacito (Featuring Daddy Yankee),Luis Fonsi,25773,Switzerland
5,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,24937,Switzerland
6,Scared to Be Lonely,Martin Garrix,23154,Switzerland
7,Paris,The Chainsmokers,22813,Switzerland
8,Chained To The Rhythm,Katy Perry,19102,Switzerland
9,Call On Me - Ryan Riback Extended Remix,Starley,18692,Switzerland
10,Issues,Julia Michaels,18647,Switzerland
1,Shape of You,Ed Sheeran,18723,Hungary
2,It Ain't Me (with Selena Gomez),Kygo,13792,Hungary
3,Something Just Like This,The Chainsmokers,12297,Hungary
4,Believer,Imagine Dragons,10375,Hungary
5,Scared to Be Lonely,Martin Garrix,9403,Hungary
6,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,8955,Hungary
7,Chained To The Rhythm,Katy Perry,8780,Hungary
8,Paris,The Chainsmokers,8390,Hungary
9,Issues,Julia Michaels,7277,Hungary
10,Cold,Maroon 5,7170,Hungary
1,Shape of You,Ed Sheeran,250587,Canada
2,It Ain't Me (with Selena Gomez),Kygo,182144,Canada
3,Something Just Like This,The Chainsmokers,165758,Canada
4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,136191,Canada
5,Paris,The Chainsmokers,136085,Canada
6,Stay (with Alessia Cara),Zedd,134513,Canada
7,Slide,Calvin Harris,125607,Canada
8,iSpy (feat. Lil Yachty),KYLE,112165,Canada
9,Issues,Julia Michaels,108637,Canada
10,Chained To The Rhythm,Katy Perry,108309,Canada
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,138085,Peru
2,El Amante,Nicky Jam,74062,Peru
3,Shape of You,Ed Sheeran,61923,Peru
4,Reggaetón Lento (Bailemos),CNCO,60760,Peru
5,Chantaje,Shakira,55075,Peru
6,Otra Vez (feat. J Balvin),Zion & Lennox,51451,Peru
7,Ay Mi Dios,IAmChino,49582,Peru
8,Qué Bonito,Vicky Corbacho,48380,Peru
9,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,44733,Peru
10,La Rompe Corazones,Daddy Yankee,44307,Peru
1,Shape of You,Ed Sheeran,55454,Belgium
2,It Ain't Me (with Selena Gomez),Kygo,31469,Belgium
3,Something Just Like This,The Chainsmokers,29727,Belgium
4,Paris,The Chainsmokers,28522,Belgium
5,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,27973,Belgium
6,Scared to Be Lonely,Martin Garrix,27436,Belgium
7,Call On Me - Ryan Riback Extended Remix,Starley,23975,Belgium
8,Issues,Julia Michaels,22738,Belgium
9,Castle on the Hill,Ed Sheeran,22198,Belgium
10,You Don't Know Me - Radio Edit,Jax Jones,21392,Belgium
1,Shape of You,Ed Sheeran,61208,Malaysia
2,Something Just Like This,The Chainsmokers,61078,Malaysia
3,Say You Won't Let Go,James Arthur,36466,Malaysia
4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,35988,Malaysia
5,It Ain't Me (with Selena Gomez),Kygo,35654,Malaysia
6,Paris,The Chainsmokers,35055,Malaysia
7,Scared to Be Lonely,Martin Garrix,29652,Malaysia
8,Closer,The Chainsmokers,25825,Malaysia
9,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,25767,Malaysia
10,Issues,Julia Michaels,25356,Malaysia
1,Utro,Gulddreng,130819,Denmark
2,Shape of You,Ed Sheeran,128254,Denmark
3,It Ain't Me (with Selena Gomez),Kygo,103339,Denmark
4,Something Just Like This,The Chainsmokers,79524,Denmark
5,Paris,The Chainsmokers,75788,Denmark
6,Slide,Calvin Harris,75215,Denmark
7,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,72950,Denmark
8,You Don't Know Me - Radio Edit,Jax Jones,67591,Denmark
9,Scared to Be Lonely,Martin Garrix,65377,Denmark
10,Jeg Har En Pige,Skinz,64178,Denmark
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,12427,Bolivia
2,Me Rehúso,Danny Ocean,7235,Bolivia
3,Shape of You,Ed Sheeran,6594,Bolivia
4,El Amante,Nicky Jam,6549,Bolivia
5,Reggaetón Lento (Bailemos),CNCO,6018,Bolivia
6,Otra Vez (feat. J Balvin),Zion & Lennox,4963,Bolivia
7,Chantaje,Shakira,4483,Bolivia
8,Vacaciones,Wisin,3909,Bolivia
9,Me Llamas (feat. Maluma) - Remix,Piso 21,3883,Bolivia
10,Safari,J Balvin,3636,Bolivia
1,Shape of You,Ed Sheeran,77999,Poland
2,It Ain't Me (with Selena Gomez),Kygo,48678,Poland
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,45258,Poland
4,Something Just Like This,The Chainsmokers,44434,Poland
5,Believer,Imagine Dragons,36889,Poland
6,Chained To The Rhythm,Katy Perry,35243,Poland
7,Scared to Be Lonely,Martin Garrix,33575,Poland
8,Paris,The Chainsmokers,32614,Poland
9,Issues,Julia Michaels,31255,Poland
10,Cold,Maroon 5,28660,Poland
1,Shape of You,Ed Sheeran,28724,Austria
2,It Ain't Me (with Selena Gomez),Kygo,18684,Austria
3,Something Just Like This,The Chainsmokers,17314,Austria
4,Paris,The Chainsmokers,16751,Austria
5,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,16190,Austria
6,Solo Dance,Martin Jensen,14104,Austria
7,Scared to Be Lonely,Martin Garrix,14094,Austria
8,Tuesday,Burak Yeter,13621,Austria
9,Castle on the Hill,Ed Sheeran,12567,Austria
10,Chained To The Rhythm,Katy Perry,12190,Austria
1,Shape of You,Ed Sheeran,48728,Portugal
2,Despacito (Featuring Daddy Yankee),Luis Fonsi,40259,Portugal
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,29693,Portugal
4,Paris,The Chainsmokers,24666,Portugal
5,It Ain't Me (with Selena Gomez),Kygo,24416,Portugal
6,Scared to Be Lonely,Martin Garrix,21865,Portugal
7,Something Just Like This,The Chainsmokers,21253,Portugal
8,I Feel It Coming,The Weeknd,21005,Portugal
9,Olha a Explosão,MC Kevinho,20728,Portugal
10,Cold,Maroon 5,19826,Portugal
1,It Ain't Me (with Selena Gomez),Kygo,335342,Sweden
2,Shape of You,Ed Sheeran,317374,Sweden
3,All I Need,Joakim Lundell,300158,Sweden
4,As I Lay Me Down,Wiktoria,268481,Sweden
5,Something Just Like This,The Chainsmokers,257487,Sweden
6,I Can´t Go On,Robin Bengtsson,213279,Sweden
7,Scared to Be Lonely,Martin Garrix,200533,Sweden
8,Good Lovin',Benjamin Ingrosso,185321,Sweden
9,Hold On - D&B Version,Nano,172517,Sweden
10,Chained To The Rhythm,Katy Perry,168306,Sweden
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,683600,Mexico
2,Shape of You,Ed Sheeran,381199,Mexico
3,El Amante,Nicky Jam,335005,Mexico
4,Reggaetón Lento (Bailemos),CNCO,302813,Mexico
5,Chantaje,Shakira,300446,Mexico
6,Me Rehúso,Danny Ocean,267274,Mexico
7,Otra Vez (feat. J Balvin),Zion & Lennox,263714,Mexico
8,Me Llamas (feat. Maluma) - Remix,Piso 21,252217,Mexico
9,Ay Mi Dios,IAmChino,248760,Mexico
10,Sé Que Te Duele,Alejandro Fernandez,243581,Mexico
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,13249,Panama
2,Shape of You,Ed Sheeran,8567,Panama
3,El Amante,Nicky Jam,8140,Panama
4,Reggaetón Lento (Bailemos),CNCO,6543,Panama
5,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,6272,Panama
6,Chantaje,Shakira,5602,Panama
7,Otra Vez (feat. J Balvin),Zion & Lennox,5523,Panama
8,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,4414,Panama
9,It Ain't Me (with Selena Gomez),Kygo,4308,Panama
10,Safari,J Balvin,4305,Panama
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,23753,Uruguay
2,El Amante,Nicky Jam,12487,Uruguay
3,Shape of You,Ed Sheeran,12195,Uruguay
4,Reggaetón Lento (Bailemos),CNCO,11176,Uruguay
5,Chantaje,Shakira,9307,Uruguay
6,La Rompe Corazones,Daddy Yankee,8794,Uruguay
7,Cuando Se Pone a Bailar,Rombai,8778,Uruguay
8,Otra Vez (feat. J Balvin),Zion & Lennox,8408,Uruguay
9,Vacaciones,Wisin,7947,Uruguay
10,Safari,J Balvin,7748,Uruguay
1,Neinei,Attan,11723,Iceland
2,Shape of You,Ed Sheeran,6570,Iceland
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,4544,Iceland
4,Time,Sturla Atlas,4201,Iceland
5,It Ain't Me (with Selena Gomez),Kygo,4121,Iceland
6,"How Far I'll Go - From ""Moana""",Alessia Cara,3533,Iceland
7,I Feel It Coming,The Weeknd,3274,Iceland
8,Bad and Boujee (feat. Lil Uzi Vert),Migos,3229,Iceland
9,Love On The Brain,Rihanna,3159,Iceland
10,Something Just Like This,The Chainsmokers,2952,Iceland
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,440051,Spain
2,SUBEME LA RADIO,Enrique Iglesias,335603,Spain
3,Shape of You,Ed Sheeran,285800,Spain
4,El Amante,Nicky Jam,231541,Spain
5,Reggaetón Lento (Bailemos),CNCO,204084,Spain
6,Chantaje,Shakira,189756,Spain
7,Lumbra,Cali Y El Dandee,172660,Spain
8,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,164994,Spain
9,La Rompe Corazones,Daddy Yankee,158608,Spain
10,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,149175,Spain
1,Shape of You,Ed Sheeran,21576,Czech Republic
2,Something Just Like This,The Chainsmokers,15521,Czech Republic
3,It Ain't Me (with Selena Gomez),Kygo,14068,Czech Republic
4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,12185,Czech Republic
5,Paris,The Chainsmokers,11437,Czech Republic
6,Scared to Be Lonely,Martin Garrix,10710,Czech Republic
7,Chained To The Rhythm,Katy Perry,10370,Czech Republic
8,Believer,Imagine Dragons,10091,Czech Republic
9,Issues,Julia Michaels,9646,Czech Republic
10,Cold,Maroon 5,8173,Czech Republic
1,Shape of You,Ed Sheeran,47494,Ireland
2,It Ain't Me (with Selena Gomez),Kygo,42739,Ireland
3,Something Just Like This,The Chainsmokers,41502,Ireland
4,You Don't Know Me - Radio Edit,Jax Jones,37198,Ireland
5,Castle on the Hill,Ed Sheeran,34781,Ireland
6,Paris,The Chainsmokers,30337,Ireland
7,Chained To The Rhythm,Katy Perry,29045,Ireland
8,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,28045,Ireland
9,Solo Dance,Martin Jensen,27443,Ireland
10,Call On Me - Ryan Riback Extended Remix,Starley,26825,Ireland
1,Shape of You,Ed Sheeran,284760,Netherlands
2,It Ain't Me (with Selena Gomez),Kygo,191860,Netherlands
3,Energie,Ronnie Flex,182198,Netherlands
4,"Tempo (feat. Sevn Alias, Bko & Boef)",Jairzinho,180177,Netherlands
5,Scared to Be Lonely,Martin Garrix,169113,Netherlands
6,Something Just Like This,The Chainsmokers,155568,Netherlands
7,Paris,The Chainsmokers,154389,Netherlands
8,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,135566,Netherlands
9,Castle on the Hill,Ed Sheeran,126823,Netherlands
10,You Don't Know Me - Radio Edit,Jax Jones,125984,Netherlands
1,Shape of You,Ed Sheeran,7151,Slovakia
2,It Ain't Me (with Selena Gomez),Kygo,5382,Slovakia
3,Something Just Like This,The Chainsmokers,5146,Slovakia
4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3997,Slovakia
5,Believer,Imagine Dragons,3918,Slovakia
6,Scared to Be Lonely,Martin Garrix,3635,Slovakia
7,Paris,The Chainsmokers,3627,Slovakia
8,Chained To The Rhythm,Katy Perry,3595,Slovakia
9,Issues,Julia Michaels,3214,Slovakia
10,Cold,Maroon 5,3146,Slovakia
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,90328,Colombia
2,El Amante,Nicky Jam,61259,Colombia
3,Shape of You,Ed Sheeran,59949,Colombia
4,Reggaetón Lento (Bailemos),CNCO,41811,Colombia
5,Otra Vez (feat. J Balvin),Zion & Lennox,39792,Colombia
6,Me Rehúso,Danny Ocean,37330,Colombia
7,Te Quiero Pa´Mi,Don Omar,35652,Colombia
8,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,35185,Colombia
9,Chantaje,Shakira,31329,Colombia
10,Sigo Extrañándote,J Balvin,31155,Colombia
1,Something Just Like This,The Chainsmokers,79450,Singapore
2,Shape of You,Ed Sheeran,77630,Singapore
3,It Ain't Me (with Selena Gomez),Kygo,50694,Singapore
4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,44595,Singapore
5,Paris,The Chainsmokers,43787,Singapore
6,Scared to Be Lonely,Martin Garrix,41228,Singapore
7,Say You Won't Let Go,James Arthur,38145,Singapore
8,Stay (with Alessia Cara),Zedd,33716,Singapore
9,Issues,Julia Michaels,32185,Singapore
10,Chained To The Rhythm,Katy Perry,30294,Singapore
1,Something Just Like This,The Chainsmokers,120682,Indonesia
2,Shape of You,Ed Sheeran,99198,Indonesia
3,It Ain't Me (with Selena Gomez),Kygo,71672,Indonesia
4,That's What I Like,Bruno Mars,66676,Indonesia
5,Say You Won't Let Go,James Arthur,64783,Indonesia
