Position,Track,Artist,Streams,ADMIN
4,Call On Me - Ryan Riback Extended Remix,Starley,2772,Lithuania
5,Castle on the Hill,Ed Sheeran,2726,Lithuania
6,I Feel It Coming,The Weeknd,2634,Lithuania
7,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2561,Lithuania
8,Scared to Be Lonely,Martin Garrix,2363,Lithuania
9,Solo Dance,Martin Jensen,2142,Lithuania
10,All Night,The Vamps,2093,Lithuania
1,Versace On The Floor,Bruno Mars,323060,Philippines
2,Shape of You,Ed Sheeran,292489,Philippines
3,Say You Won't Let Go,James Arthur,259328,Philippines
4,Paris,The Chainsmokers,188459,Philippines
5,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,185709,Philippines
6,"How Far I'll Go - From ""Moana""",Alessia Cara,167423,Philippines
7,Don't Wanna Know,Maroon 5,154140,Philippines
8,Closer,The Chainsmokers,152807,Philippines
9,24K Magic,Bruno Mars,150618,Philippines
10,Bad Things (with Camila Cabello),Machine Gun Kelly,144355,Philippines
1,Shape of You,Ed Sheeran,24938,Taiwan
2,Paris,The Chainsmokers,23336,Taiwan
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,18742,Taiwan
4,Closer,The Chainsmokers,17176,Taiwan
5,Say You Won't Let Go,James Arthur,16262,Taiwan
6,Castle on the Hill,Ed Sheeran,15205,Taiwan
7,Stay With Me,Chanyeol,13293,Taiwan
8,Bad Things (with Camila Cabello),Machine Gun Kelly,13286,Taiwan
9,??,Joker Xue,13161,Taiwan
10,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,13121,Taiwan
1,Shape of You,Ed Sheeran,65357,New Zealand
2,Castle on the Hill,Ed Sheeran,43934,New Zealand
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,36122,New Zealand
4,Paris,The Chainsmokers,34408,New Zealand
5,"How Far I'll Go - From ""Moana""",Alessia Cara,34397,New Zealand
6,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,30446,New Zealand
7,Call On Me - Ryan Riback Extended Remix,Starley,28783,New Zealand
8,I Feel It Coming,The Weeknd,27975,New Zealand
9,Say You Won't Let Go,James Arthur,26241,New Zealand
10,Bad Things (with Camila Cabello),Machine Gun Kelly,25431,New Zealand
1,Shape of You,Ed Sheeran,6837,Estonia
2,Paris,The Chainsmokers,3249,Estonia
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3093,Estonia
4,Castle on the Hill,Ed Sheeran,2997,Estonia
5,Scared to Be Lonely,Martin Garrix,2893,Estonia
6,Call On Me - Ryan Riback Extended Remix,Starley,2451,Estonia
7,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2206,Estonia
8,I Feel It Coming,The Weeknd,2065,Estonia
9,Hear Me Now,Alok,1903,Estonia
10,Starboy,The Weeknd,1850,Estonia
1,Shape of You,Ed Sheeran,64238,Turkey
2,Gece Gölgenin Rahat?na Bak,Ça?atay Akman,52723,Turkey
3,Starboy,The Weeknd,41028,Turkey
4,Deli,Norm Ender,35952,Turkey
5,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,35478,Turkey
6,?hanetten Geri Kalan,Sezen Aksu,34586,Turkey
7,Manifesto,Sezen Aksu,30925,Turkey
8,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,27284,Turkey
9,Human,Rag'n'Bone Man,27209,Turkey
10,Paris,The Chainsmokers,25690,Turkey
1,Bad and Boujee (feat. Lil Uzi Vert),Migos,1587455,United States
2,Shape of You,Ed Sheeran,1506592,United States
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1077032,United States
4,Paris,The Chainsmokers,1065548,United States
5,Fake Love,Drake,1045589,United States
6,T-Shirt,Migos,958547,United States
7,Bounce Back,Big Sean,889292,United States
8,iSpy (feat. Lil Yachty),KYLE,842255,United States
9,Starboy,The Weeknd,826217,United States
10,Bad Things (with Camila Cabello),Machine Gun Kelly,714936,United States
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,14451,El Salvador
2,Reggaetón Lento (Bailemos),CNCO,5857,El Salvador
3,Shape of You,Ed Sheeran,5743,El Salvador
4,Chantaje,Shakira,5027,El Salvador
5,Me Rehúso,Danny Ocean,4995,El Salvador
6,El Amante,Nicky Jam,4750,El Salvador
7,Otra Vez (feat. J Balvin),Zion & Lennox,4748,El Salvador
8,Safari,J Balvin,3931,El Salvador
9,Let Me Love You,DJ Snake,3559,El Salvador
10,Closer,The Chainsmokers,3412,El Salvador
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,47932,Costa Rica
2,Shape of You,Ed Sheeran,27249,Costa Rica
3,Reggaetón Lento (Bailemos),CNCO,22401,Costa Rica
4,Otra Vez (feat. J Balvin),Zion & Lennox,19153,Costa Rica
5,Chantaje,Shakira,17419,Costa Rica
6,El Amante,Nicky Jam,16868,Costa Rica
7,Safari,J Balvin,14783,Costa Rica
8,Closer,The Chainsmokers,13425,Costa Rica
9,Let Me Love You,DJ Snake,13232,Costa Rica
10,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,12294,Costa Rica
1,Shape of You,Ed Sheeran,589455,Germany
2,Paris,The Chainsmokers,294805,Germany
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,246269,Germany
4,Castle on the Hill,Ed Sheeran,234008,Germany
5,Solo Dance,Martin Jensen,225573,Germany
6,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,223237,Germany
7,Now and Later,Sage The Gemini,207738,Germany
8,Call On Me - Ryan Riback Extended Remix,Starley,203580,Germany
9,Alone,Alan Walker,194664,Germany
10,Shed a Light,Robin Schulz,170409,Germany
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,299480,Chile
2,Reggaetón Lento (Bailemos),CNCO,148191,Chile
3,Chantaje,Shakira,129343,Chile
4,El Amante,Nicky Jam,126623,Chile
5,Otra Vez (feat. J Balvin),Zion & Lennox,118375,Chile
6,Vacaciones,Wisin,108820,Chile
7,Vente Pa' Ca,Ricky Martin,91170,Chile
8,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,90777,Chile
9,Safari,J Balvin,90602,Chile
10,Ay Mi Dios,IAmChino,88417,Chile
1,Shape of You,Ed Sheeran,12044,Japan
2,Paris,The Chainsmokers,9496,Japan
3,24K Magic,Bruno Mars,8564,Japan
4,Closer,The Chainsmokers,8384,Japan
5,Castle on the Hill,Ed Sheeran,8090,Japan
6,Don't Wanna Know,Maroon 5,7270,Japan
7,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,7255,Japan
8,STAY TUNE,Suchmos,6928,Japan
9,Say You Won't Let Go,James Arthur,6706,Japan
10,Call On Me - Ryan Riback Extended Remix,Starley,6696,Japan
1,Shape of You,Ed Sheeran,320508,Brazil
2,Hear Me Now,Alok,310553,Brazil
3,Olha a Explosão,MC Kevinho,268773,Brazil
4,Deu Onda,MC G15,254257,Brazil
5,Loka,Simone & Simaria,229126,Brazil
6,Te Assumi Pro Brasil - Ao Vivo,Matheus & Kauan,190268,Brazil
7,Eu Sei de Cor - Ao Vivo | Acústico,Marília Mendonça,180644,Brazil
8,Starboy,The Weeknd,170854,Brazil
9,Você Partiu Meu Coração,Nego do Borel,161229,Brazil
10,Medo Bobo - Ao Vivo,Maiara & Maraisa,160678,Brazil
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,14429,Honduras
2,Shape of You,Ed Sheeran,6482,Honduras
3,Reggaetón Lento (Bailemos),CNCO,6243,Honduras
4,El Amante,Nicky Jam,6018,Honduras
5,Chantaje,Shakira,5678,Honduras
6,Otra Vez (feat. J Balvin),Zion & Lennox,5297,Honduras
7,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,4459,Honduras
8,Safari,J Balvin,4344,Honduras
9,Let Me Love You,DJ Snake,4183,Honduras
10,Closer,The Chainsmokers,3992,Honduras
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,24092,Guatemala
2,Reggaetón Lento (Bailemos),CNCO,10471,Guatemala
3,El Amante,Nicky Jam,10417,Guatemala
4,Otra Vez (feat. J Balvin),Zion & Lennox,9263,Guatemala
5,Shape of You,Ed Sheeran,8872,Guatemala
6,Chantaje,Shakira,8870,Guatemala
7,Me Rehúso,Danny Ocean,7425,Guatemala
8,Safari,J Balvin,6900,Guatemala
9,Let Me Love You,DJ Snake,6277,Guatemala
10,Ay Mi Dios,IAmChino,5936,Guatemala
1,Shape of You,Ed Sheeran,50150,Switzerland
2,Paris,The Chainsmokers,23834,Switzerland
3,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,22310,Switzerland
4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,20335,Switzerland
5,Castle on the Hill,Ed Sheeran,19346,Switzerland
6,Call On Me - Ryan Riback Extended Remix,Starley,18149,Switzerland
7,Despacito (Featuring Daddy Yankee),Luis Fonsi,17978,Switzerland
8,Chantaje,Shakira,16512,Switzerland
9,Scared to Be Lonely,Martin Garrix,16469,Switzerland
10,Say You Won't Let Go,James Arthur,16133,Switzerland
1,Shape of You,Ed Sheeran,18451,Hungary
2,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,8922,Hungary
3,Paris,The Chainsmokers,8570,Hungary
4,Scared to Be Lonely,Martin Garrix,7699,Hungary
5,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,7194,Hungary
6,Castle on the Hill,Ed Sheeran,6721,Hungary
7,Call On Me - Ryan Riback Extended Remix,Starley,6049,Hungary
8,Starboy,The Weeknd,5389,Hungary
9,All Night,The Vamps,4953,Hungary
10,Just Hold On,Steve Aoki,4849,Hungary
1,Shape of You,Ed Sheeran,254603,Canada
2,Paris,The Chainsmokers,149936,Canada
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,141822,Canada
4,Bad and Boujee (feat. Lil Uzi Vert),Migos,138766,Canada
5,Castle on the Hill,Ed Sheeran,113109,Canada
6,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,102120,Canada
7,Say You Won't Let Go,James Arthur,101352,Canada
8,Fake Love,Drake,97966,Canada
9,Starboy,The Weeknd,96207,Canada
10,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,89541,Canada
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,129901,Peru
2,Reggaetón Lento (Bailemos),CNCO,64339,Peru
3,El Amante,Nicky Jam,63329,Peru
4,Chantaje,Shakira,58730,Peru
5,Otra Vez (feat. J Balvin),Zion & Lennox,49518,Peru
6,Shape of You,Ed Sheeran,48626,Peru
7,Ay Mi Dios,IAmChino,45580,Peru
8,Safari,J Balvin,43525,Peru
9,Qué Bonito,Vicky Corbacho,42584,Peru
10,Vente Pa' Ca,Ricky Martin,39199,Peru
1,Shape of You,Ed Sheeran,54685,Belgium
2,Paris,The Chainsmokers,29415,Belgium
3,Castle on the Hill,Ed Sheeran,25689,Belgium
4,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,24919,Belgium
5,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,24284,Belgium
6,Call On Me - Ryan Riback Extended Remix,Starley,22840,Belgium
7,Scared to Be Lonely,Martin Garrix,19839,Belgium
8,Ziet Em Duun,Van Echelpoel,19340,Belgium
9,Say You Won't Let Go,James Arthur,18859,Belgium
10,I Feel It Coming,The Weeknd,17996,Belgium
1,Shape of You,Ed Sheeran,49433,Malaysia
2,Paris,The Chainsmokers,33564,Malaysia
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,32406,Malaysia
4,Say You Won't Let Go,James Arthur,32023,Malaysia
5,Closer,The Chainsmokers,24067,Malaysia
6,Bad Things (with Camila Cabello),Machine Gun Kelly,22935,Malaysia
7,Starboy,The Weeknd,21479,Malaysia
8,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,20415,Malaysia
9,All Time Low,Jon Bellion,19877,Malaysia
10,Don't Wanna Know,Maroon 5,19245,Malaysia
1,Shape of You,Ed Sheeran,169031,Denmark
2,Paris,The Chainsmokers,93528,Denmark
3,Bølgen,Molo,87734,Denmark
4,Castle on the Hill,Ed Sheeran,83043,Denmark
5,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,80082,Denmark
6,Say You Won't Let Go,James Arthur,63949,Denmark
7,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,63697,Denmark
8,God Dag,KESI,62946,Denmark
9,Call On Me - Ryan Riback Extended Remix,Starley,60481,Denmark
10,Helwa,Gilli,54426,Denmark
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,17386,Bolivia
2,Reggaetón Lento (Bailemos),CNCO,7655,Bolivia
3,Me Rehúso,Danny Ocean,7074,Bolivia
4,El Amante,Nicky Jam,6358,Bolivia
5,Otra Vez (feat. J Balvin),Zion & Lennox,6186,Bolivia
6,Chantaje,Shakira,6167,Bolivia
7,Shape of You,Ed Sheeran,6049,Bolivia
8,Safari,J Balvin,4570,Bolivia
9,Vacaciones,Wisin,4516,Bolivia
10,Traicionera,Sebastian Yatra,4344,Bolivia
1,Shape of You,Ed Sheeran,92227,Poland
2,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,43850,Poland
3,Castle on the Hill,Ed Sheeran,36775,Poland
4,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,34489,Poland
5,Paris,The Chainsmokers,33991,Poland
6,Scared to Be Lonely,Martin Garrix,27681,Poland
7,Starboy,The Weeknd,26409,Poland
8,I Feel It Coming,The Weeknd,26082,Poland
9,Closer,The Chainsmokers,23589,Poland
10,Say You Won't Let Go,James Arthur,22782,Poland
1,Shape of You,Ed Sheeran,33864,Austria
2,Paris,The Chainsmokers,18949,Austria
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,16669,Austria
4,Castle on the Hill,Ed Sheeran,16483,Austria
5,Alone,Alan Walker,15249,Austria
6,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,14976,Austria
7,Solo Dance,Martin Jensen,14821,Austria
8,Call On Me - Ryan Riback Extended Remix,Starley,12784,Austria
9,Shed a Light,Robin Schulz,11754,Austria
10,Say You Won't Let Go,James Arthur,11059,Austria
1,Shape of You,Ed Sheeran,55239,Portugal
2,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,27000,Portugal
3,Chantaje,Shakira,24894,Portugal
4,Paris,The Chainsmokers,22878,Portugal
5,Starboy,The Weeknd,22638,Portugal
6,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,21639,Portugal
7,I Feel It Coming,The Weeknd,20121,Portugal
8,Say You Won't Let Go,James Arthur,20009,Portugal
9,Castle on the Hill,Ed Sheeran,19759,Portugal
10,Despacito (Featuring Daddy Yankee),Luis Fonsi,19007,Portugal
1,Shape of You,Ed Sheeran,372765,Sweden
2,Castle on the Hill,Ed Sheeran,211726,Sweden
3,Paris,The Chainsmokers,209910,Sweden
4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,186978,Sweden
5,5 fine frøkner,Gabrielle,166198,Sweden
6,Solo Dance,Martin Jensen,165617,Sweden
7,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,162021,Sweden
8,Scared to Be Lonely,Martin Garrix,160557,Sweden
9,So Good,Zara Larsson,150277,Sweden
10,Say You Won't Let Go,James Arthur,136913,Sweden
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,656448,Mexico
2,Chantaje,Shakira,355639,Mexico
3,Reggaetón Lento (Bailemos),CNCO,333460,Mexico
4,Shape of You,Ed Sheeran,331218,Mexico
5,Otra Vez (feat. J Balvin),Zion & Lennox,264812,Mexico
6,Me Llamas (feat. Maluma) - Remix,Piso 21,249714,Mexico
7,Ay Mi Dios,IAmChino,246893,Mexico
8,Safari,J Balvin,241447,Mexico
9,Vente Pa' Ca,Ricky Martin,236810,Mexico
10,El Amante,Nicky Jam,227844,Mexico
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,23712,Panama
2,El Amante,Nicky Jam,9973,Panama
3,Shape of You,Ed Sheeran,9135,Panama
4,Reggaetón Lento (Bailemos),CNCO,9114,Panama
5,Chantaje,Shakira,8480,Panama
6,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,7458,Panama
7,Otra Vez (feat. J Balvin),Zion & Lennox,7391,Panama
8,Safari,J Balvin,6300,Panama
9,Vente Pa' Ca,Ricky Martin,5505,Panama
10,Dile Que Tu Me Quieres,Ozuna,5102,Panama
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,34243,Uruguay
2,Reggaetón Lento (Bailemos),CNCO,13469,Uruguay
3,Chantaje,Shakira,11616,Uruguay
4,Cuando Se Pone a Bailar,Rombai,11221,Uruguay
5,El Amante,Nicky Jam,10688,Uruguay
6,Shape of You,Ed Sheeran,10262,Uruguay
7,Otra Vez (feat. J Balvin),Zion & Lennox,9096,Uruguay
8,Safari,J Balvin,8781,Uruguay
9,Carnavalintro,CHANO,8371,Uruguay
10,Amor para un Rato,Olvidate!,8251,Uruguay
1,Shape of You,Ed Sheeran,8239,Iceland
2,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,4912,Iceland
3,Bad and Boujee (feat. Lil Uzi Vert),Migos,4566,Iceland
4,I Feel It Coming,The Weeknd,3779,Iceland
5,Castle on the Hill,Ed Sheeran,3640,Iceland
6,"How Far I'll Go - From ""Moana""",Alessia Cara,3597,Iceland
7,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,3544,Iceland
8,Starboy,The Weeknd,3386,Iceland
9,Say You Won't Let Go,James Arthur,3251,Iceland
10,Fake Love,Drake,3079,Iceland
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,634239,Spain
2,Shape of You,Ed Sheeran,313773,Spain
3,Chantaje,Shakira,241806,Spain
4,Reggaetón Lento (Bailemos),CNCO,232991,Spain
5,El Amante,Nicky Jam,199073,Spain
6,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,198780,Spain
7,Safari,J Balvin,161643,Spain
8,Castle on the Hill,Ed Sheeran,155683,Spain
9,Otra Vez (feat. J Balvin),Zion & Lennox,150005,Spain
10,Gyal You A Party Animal - Remix,Charly Black,139280,Spain
1,Shape of You,Ed Sheeran,20606,Czech Republic
2,Paris,The Chainsmokers,11023,Czech Republic
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,9413,Czech Republic
4,Castle on the Hill,Ed Sheeran,8976,Czech Republic
5,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,8244,Czech Republic
6,Scared to Be Lonely,Martin Garrix,8004,Czech Republic
7,Call On Me - Ryan Riback Extended Remix,Starley,7599,Czech Republic
8,Say You Won't Let Go,James Arthur,6449,Czech Republic
9,All Night,The Vamps,6204,Czech Republic
10,Solo Dance,Martin Jensen,6031,Czech Republic
1,Shape of You,Ed Sheeran,70803,Ireland
2,Castle on the Hill,Ed Sheeran,57523,Ireland
3,You Don't Know Me - Radio Edit,Jax Jones,39575,Ireland
4,Paris,The Chainsmokers,38965,Ireland
5,Call On Me - Ryan Riback Extended Remix,Starley,32692,Ireland
6,Touch,Little Mix,30607,Ireland
7,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,28997,Ireland
8,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,28152,Ireland
9,September Song,JP Cooper,27307,Ireland
10,Say You Won't Let Go,James Arthur,24369,Ireland
1,Shape of You,Ed Sheeran,334121,Netherlands
2,Energie,Ronnie Flex,239316,Netherlands
3,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,163653,Netherlands
4,Paris,The Chainsmokers,157920,Netherlands
5,Castle on the Hill,Ed Sheeran,152351,Netherlands
6,Say You Won't Let Go,James Arthur,146710,Netherlands
7,Call On Me - Ryan Riback Extended Remix,Starley,143467,Netherlands
8,Scared to Be Lonely,Martin Garrix,142070,Netherlands
9,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,131524,Netherlands
10,Het Is Een Feit,Broederliefde,127216,Netherlands
1,Shape of You,Ed Sheeran,7597,Slovakia
2,Paris,The Chainsmokers,3503,Slovakia
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3337,Slovakia
4,Scared to Be Lonely,Martin Garrix,3037,Slovakia
5,Castle on the Hill,Ed Sheeran,2891,Slovakia
6,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2795,Slovakia
7,Call On Me - Ryan Riback Extended Remix,Starley,2445,Slovakia
8,Starboy,The Weeknd,2122,Slovakia
9,I Feel It Coming,The Weeknd,2000,Slovakia
10,All Night,The Vamps,1989,Slovakia
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,115667,Colombia
2,El Amante,Nicky Jam,72603,Colombia
3,Shape of You,Ed Sheeran,55860,Colombia
4,Reggaetón Lento (Bailemos),CNCO,45767,Colombia
5,Otra Vez (feat. J Balvin),Zion & Lennox,44928,Colombia
6,Chantaje,Shakira,38799,Colombia
7,Safari,J Balvin,32818,Colombia
8,Let Me Love You,DJ Snake,31069,Colombia
9,Dile Que Tu Me Quieres,Ozuna,30343,Colombia
10,Vente Pa' Ca,Ricky Martin,29672,Colombia
1,Shape of You,Ed Sheeran,76106,Singapore
2,Paris,The Chainsmokers,47347,Singapore
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,43339,Singapore
4,Say You Won't Let Go,James Arthur,42390,Singapore
5,Castle on the Hill,Ed Sheeran,35414,Singapore
6,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,33336,Singapore
7,Closer,The Chainsmokers,32956,Singapore
8,Bad Things (with Camila Cabello),Machine Gun Kelly,30660,Singapore
9,Starboy,The Weeknd,28423,Singapore
10,"How Far I'll Go - From ""Moana""",Alessia Cara,28391,Singapore
1,Shape of You,Ed Sheeran,82798,Indonesia
2,Paris,The Chainsmokers,61267,Indonesia
3,Say You Won't Let Go,James Arthur,60281,Indonesia
4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,53860,Indonesia
5,Bad Things (with Camila Cabello),Machine Gun Kelly,47754,Indonesia
6,Closer,The Chainsmokers,46603,Indonesia
7,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,44437,Indonesia
8,Versace On The Floor,Bruno Mars,44093,Indonesia
