Position,Track Name,Artist,Streams,ADMIN
5,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,10348,Paraguay
6,Shape of You,Ed Sheeran,9092,Paraguay
7,SUBEME LA RADIO,Enrique Iglesias,8772,Paraguay
8,Ahora Dice,Chris Jeday,8234,Paraguay
9,Despacito (Featuring Daddy Yankee),Luis Fonsi,8188,Paraguay
10,El Amante,Nicky Jam,8155,Paraguay
1,HUMBLE.,Kendrick Lamar,195657,Australia
2,I'm the One,DJ Khaled,168343,Australia
3,Shape of You,Ed Sheeran,152533,Australia
4,Symphony (feat. Zara Larsson),Clean Bandit,135950,Australia
5,Stay (with Alessia Cara),Zedd,131071,Australia
6,Passionfruit,Drake,129571,Australia
7,Galway Girl,Ed Sheeran,124118,Australia
8,Something Just Like This,The Chainsmokers,120341,Australia
9,Mask Off,Future,119393,Australia
10,Slide,Calvin Harris,116682,Australia
1,HUMBLE.,Kendrick Lamar,3961,Latvia
2,Shape of You,Ed Sheeran,2882,Latvia
3,Despacito - Remix,Luis Fonsi,2737,Latvia
4,Something Just Like This,The Chainsmokers,2727,Latvia
5,Mask Off,Future,2646,Latvia
6,Symphony (feat. Zara Larsson),Clean Bandit,2327,Latvia
7,It Ain't Me (with Selena Gomez),Kygo,2257,Latvia
8,Stay (with Alessia Cara),Zedd,2233,Latvia
9,Believer,Imagine Dragons,2209,Latvia
10,I'm the One,DJ Khaled,2120,Latvia
1,Despacito - Remix,Luis Fonsi,5870,Greece
2,Shape of You,Ed Sheeran,5197,Greece
3,HUMBLE.,Kendrick Lamar,4705,Greece
4,I'm the One,DJ Khaled,4452,Greece
5,Mask Off,Future,3670,Greece
6,There's Nothing Holdin' Me Back,Shawn Mendes,3403,Greece
7,It Ain't Me (with Selena Gomez),Kygo,3360,Greece
8,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,3297,Greece
9,Something Just Like This,The Chainsmokers,3154,Greece
10,Stay (with Alessia Cara),Zedd,2957,Greece
1,Something Just Like This,The Chainsmokers,16266,Hong Kong
2,Shape of You,Ed Sheeran,15515,Hong Kong
3,Despacito - Remix,Luis Fonsi,13579,Hong Kong
4,Symphony (feat. Zara Larsson),Clean Bandit,11865,Hong Kong
5,Stay (with Alessia Cara),Zedd,11648,Hong Kong
6,Attention,Charlie Puth,11275,Hong Kong
7,It Ain't Me (with Selena Gomez),Kygo,11191,Hong Kong
8,Good Life (with G-Eazy & Kehlani),G-Eazy,11054,Hong Kong
9,????,ToNick,10956,Hong Kong
10,That's What I Like,Bruno Mars,10237,Hong Kong
